ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
SPHL,2.96,-14.5,1068.7,35.0,0.2,167.2,12.1,0.36,2.96,2.57,3.256
BJDX,1.16,-6.5,85.6,32.0,0.8,40.1,-3.3,0.07,1.16,1.062,1.276
LHAI,1.61,-7.5,13.6,11.0,96.4,0.1,-41.2,0.1,1.61,1.504,1.771
ZNB,0.5072,-7.3,197.7,8.8,0.2,55.3,-18.2,0.52,0.507,0.45,0.558
SURG,0.4612,-6.8,47.8,4.7,13.2,0.4,11.2,0.11,0.461,0.437,0.507
