ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
NCPL,0.5386,-14.5,94.2,58.0,30.2,1.9,-7.1,0.16,0.539,0.485,0.592
NMTC,1.98,-8.3,294.3,27.6,0.1,189.2,-8.3,0.06,1.98,1.833,2.178
RYET,0.9701,-5.8,874.1,9.9,0.0,455.6,-4.9,0.08,0.97,0.931,1.067
AMOD,2.84,-9.8,108.4,4.7,0.2,29.4,-25.1,0.46,2.84,2.449,3.124
WSHP,5.61,-5.9,13.7,3.0,8.4,0.4,19.6,0.49,5.61,5.034,6.171
